Sinhala,English
"ෆෝමියුලා 1 ශූරතාවය හත් වතාවක් දිනා ගැනීමෙන් පසු 2006 දී විශ්‍රාම ගත් ෂූමාකර්, තුවාල ලැබූ ෆෙලිපේ මාසා වෙනුවට ආදේශ කිරීමට නියමිත ය.
","Schumacher who retired in 2006 after winning the Formula 1 championship seven times, was due to replace the injured Felipe Massa.
"
"2009 වර්ෂයේ හංගේරියානු ග්‍රෑන්ඩ් ප්‍රික්ස් තරඟාවලිය අතරතුර ඇතිවූ අනතුරින් බ්‍රසීලියානුවාගේ හිසට තදබල තුවාල ඇතිවිය.
","The Brazilian suffered a serious head injury after a crash during the 2009 Hungarian Grand Prix.
"
"මසා අවම වශයෙන් 2009 සමයේ ඉතිරි කාලය ඉවත්ව සිටීමට නියමිත ය.
","Massa is due to be out for at least the rest of the 2009 season.
"
"වෛරසය ඒරියස්ට මෘදු රෝග තත්වයක් වශයෙන් ආසාදිත වී ඇති බව  ජනාධිපති අමාත්‍ය රොද්‍රිගෝ ඒරියස් පැවසීය.
","Arias tested positive for a mild case of the virus, Presidential Minister Rodrigo Arias said.
"
"ජනාධිපතිවරයාගේ තත්ත්වය ස්ථාවර වුව ද, ඔහුව දින කිහිපයක් නිවසේ හුදෙකලාව තබනු ඇත.
","The president's condition is stable, though he will be isolated at home for several days.
"
"""උණ සහ උගුරේ අමාරුව හැරුණු විට, විදුලි සංදේශ මගින් මගේ කාර්යය කරගෙන යාමට මම මනා සෞඛ්‍යය තත්වයෙන් පසුවෙමි.
","""Apart from the fever and a sore throat, I feel well and in good shape to carry out my work by telecommuting.
"
"මම සඳුදා දින මගේ සියලු රාජකාරි වලට නැවත පැමිණීමට අපේක්ෂා කරමි,"" ඒරියස් ප්‍රකාශයක් කරමින් පැවසුවේය.
","I expect to return to all my duties on Monday,"" Arias said in a statement.
"
"අඟහරුවාදා ගතවී යාමට පෙර පෙර, සෆීර්-සිම්සන් පරිමාණයේ 4 වන මට්ටමේ සුලි කුණාටුවක්ව තිබූ ෆෙලීසියා, නිවර්තන අවපීඩන තත්ත්වයක් දක්වා දුර්වල විය.
","Felicia, once a Category 4 storm on the Saffir-Simpson Hurricane Scale, weakened to a tropical depression before dissipating Tuesday.
"
"බොහොමයක් දිවයින් පුරාවට එහි ඉතිරි තත්ත්වයෙන් වැසි ඇතිවූ අතර, එසේ වුවත් තවමත්, කිසිඳු හානියක් හෝ ගංවතුර තත්ත්වයක් වාර්තා වී නැත.
","Its remnants produced showers across most of the islands, though as of yet, no damage or flooding has been reported.
"
"ඔවාහු වෙත ඇද හැළුණු අඟල් 6.34 ක් දක්වා වන වර්ෂාපතනය, ""ප්‍රයෝජනවත්"" යැයි විස්තර කෙරුණි.
","The precipitation, reaching 6.34 inches at a gauge on Oahu, was described as ""beneficial"".
"
"සමහර වැසි සමඟ ගිගුරුම් කුණාටු සහ නිරන්තර අකුණු ඇති විය.
","Some of the rainfall was accompanied by thunderstorms and frequent lightning.
"
"ට්වින් ඔටර් ගුවන් යානය පීඑන්ජී ෆලයිට් සීජී 4684 ගුවන් සේවය ලෙස ඊයේ කොකෝඩාවට ගොඩබෑමට උත්සාහ කර ඇති නමුත් ඒ වන විටත් එක් වතාවක්  නවත්වා තිබුණි.
","The Twin Otter had been trying to land at Kokoda yesterday as Airlines PNG Flight CG4684, but had aborted once already.
"
"එය දෙවන වර භූමියට ලඟා වීමට නියමිත වේලාවට මිනිත්තු දහයකට පමණ පෙර එය අතුරුදන් විය.
","About ten minutes before it was due to land from its second approach it disapeared.
"
"අනතුරට ලක්වූ ස්ථානය අද සොයාගන්නා ලද අතර, එම ස්ථානයට ළඟාවීම කොතරම් අපහසු වූවාද යත්, එම ස්ථානයට පයින් ගොස් දිවි ගලවා ගත් අය සෙවීම සඳහා පොලිස් නිලධාරීන් දෙදෙනෙකු වනාන්තරය තුළට ගොඩබස්වන ලදි.
","The crash site was located today and is so inaccessable that two policemen were dropped into the jungle in order to hike to the scene and seek survivors.
"
"අසාර්ථක වූ ගොඩබැස්වීමට හේතු වූ අයහපත් කාලගුණය, සෙවීම් කටයුතු වලටද බාධා ඇති කර තිබේ.
","The search had been hampered by the same bad weather that had caused the aborted landing.
"
"වාර්තාවලට අනුව, වායු කාන්දුවක් හේතුවෙන් මැක්බත් වීදියේ ඇති බද්ධ නිවාසයක් පුපුරා ගියේ ය.
","According to reports, an apartment on Macbeth Street exploded due to a gas leak.
"
"අසල්වැසියෙකු ගෑස් කාන්දුවක් ගැන දැනුම් දීමෙන් පසුව, ගෑස් සමාගමේ නිලධාරියෙකු එම ස්ථානයට ගමන් කරමින් සිටියේය.
","An official with the gas company was reporting to the scene after a neighbor called about a gas leak.
"
"නිලධාරියා පැමිණි විට, බද්ධ නිවාසය පුපුරා ගියේ ය.
","When the official arrived, the apartment exploded.
"
"දැඩි තුවාල කිසිවක් වාර්තා නොවූ නමුත්, කම්පන රෝග ලක්ෂණ සම්බන්ධයෙන් පිපිරීම අවස්ථාවේ අදාල ස්ථානයේ සිටි පුද්ගලයන් පස් දෙනෙකුටවත් ප්‍රතිකාර කරන ලදී.
","No major injuries were reported, but at least five people on scene at the time of the explosion were treated for symptoms of shock.
"
