low_res,high_res
"වන ජීවීන් ලැජ්ජාශීලී හෝ ආක්‍රමණශීලී වීමට ඉඩ ඇත. පරිසරය සීතල, උණුසුම් හෝ වෙනත් ආකාරයකින් අහිතකර එකක් වීමට ඉඩ ඇත.
","Wild animals might either be shy or aggressive. The environment might be cold, hot, or otherwise hostile.
"
"මීටර 100ක් දිග නෞකාව එහි සුපුරුදු පොහොර තොගය පටවා ගැනීම සඳහා යමින් සිටි අතර  යාත්‍රාවෙන් තොගයක් ඉහිරිය හැකි යැයි නිලධාරීන් මුලින් බිය විය.
","The 100-metre ship was en route to pick up its usual fertiliser cargo and initially officials feared the vessel could spill a load.
"
"ඉංග්‍රීසි සහ ජපන් භාෂාවන්ගෙන් මේ වන විටත් වාර්තාකරණයේ නියුතු වන මෙම ගෝලීය සංවිධානය ස්පාඤ්ඤ, ඉතාලි, සහ කොරියානු-භාෂා වැඩසටහන්, රූපවාහිනියට, වෙබ් අඩවියට, සහ ජංගම උපාංගවලට දියත් කිරීමට නියමිතය.
","Already reporting in English and Japanese, the global organization is launching Spanish, Italian, and Korean-language programs, for television, the web, and mobile devices.
"
"විශේෂයෙන් ඔබගේ මුල් දිනවලදී පරිසරයට පුරුදු වීමට උපකාරයක් ලෙස, බටහිර ආකාරයේ සහ ගුණාත්මක බවින් ඉහළ හෝටල්, ආහාර සහ සේවා භාවිත කිරීමට සලකා බලන්න.
","Especially in your initial days, consider splurging on Western-style and -quality hotels, food, and services to help acclimatize.
"
"18 වන සියවසේ අවසන් වසර කිහිපය තුළ වියට්නාමවරුන් ද කාම්බෝජය ආක්‍රමණ කළහ.
","In the last years of the 18th century the Vietnamese also invaded Cambodia.
"
"මේ ආකාරයෙන්, ඔබ වෙහෙසට පත් වනු ඇත්තේ ඉතා සුළු වශයෙනි. වැඩිපුර ශබ්දයක් ලබා ගැනීම සඳහා පියානෝවක් වාදනය කරද් දී මෙන් යතුරු මත වැඩිපුර බලයක් යෙදීමට අවශ්‍ය නොවන බව මතක තබා ගන්න.
","This way, you will tire yourself out as little as possible. Remember there's no need to hit the keys with a lot of force for extra volume like on the piano.
"
"එහි සුන්දරත්වයේ කොටසක් වන්නේ පෙනී යන ආකාරයේ කිසිඳ සංවර්ධනයක් නොමැතිවීමයි. මංපෙත්, දුම්රිය සහ බෝට්ටු මගින් ගම්මාන යා කෙරෙන අතර, පිටතින් මෝටර් රථ වලට එහි පැමිණිය නොහැක.
","Part of its charm is the lack of visible corporate development. Paths, trains and boats connect the villages, and cars cannot reach them from the outside.
"
"එහි සැකැස්ම පෞරාණික ලී බඩු, සුමට පොළව සහ පිහිනුම් තටාකයක් සහිත ඓතිහාසික පැරණි ගොඩනැගිල්ලක විය හැකිය.
","The setting might be an historic old building with antique furnishings, manicured grounds and a swimming pool.
"
"ඔක්තෝම්බර් මාසයේ කෝපන්හේගන්හි පවත්වන පූර්ණ ජාත්‍යන්තර ඔලිම්පික් කමිටු රැස්වීමේදීද ඡන්දය අනුමත කළ යුතුය.
","The vote must still be ratified by the full IOC at it's October meeting in Copenhagen.
"
"බොහෝ ගොඩනැඟලි බැලීමට අලංකාර දර්ශනයක් වන අතර, උස් ගොඩනැගිල්ලක සිට හෝ මනාව ස්ථානගත කළ කවුළුවක සිට පෙනෙන දසුන ඉතා සිත් ඇදගන්නා සුළු දර්ශනයක් විය හැකිය.
","Many buildings are quite beautiful to look at and the view from a tall building or from a cleverly-positioned window can be a beauty to behold.
"
"එහි භෞතික තත්ත්වය වෙනස්වවිය හැකි වුවත් එහි රසායනික තත්ත්වය එලෙසම පවතී.
","Although its physical state may change, its chemical state remains the same.
"
"බොහෝ නියෝජිතයින් බොහෝ සාමාන්‍ය වෙන් කිරීම් ලබා ගැනීමට කැමති වුවද, බොහෝ නියෝජිතයින් විශේෂිත සංචාරක, අයවැය පරාසයන් හෝ ගමනාන්ත සඳහා විශේෂඥ වෙති.
","Although most agencies are willing to take on most regular bookings, many agents specialise in particular types of travel, budget ranges or destinations.
"
"ඊළඟ මුහුණට මුහුණ හමුවන තෙක් බලා සිටිනවාට වඩා සිසුන්ට දවසේ ඕනෑම වේලාවක උපදේශකවරුන්ට ප්‍රශ්න ඉදිරිපත් කළ හැකි අතර, සාධාරණ ඉක්මන් ප්‍රතිචාර අපේක්ෂා කළ හැකි ය.
","Students can also submit questions to instructors at any time of day and expect reasonably quick responses, rather than waiting until the next face-to-face meeting.
"
"විද්‍යාඥයින් මෙම ක්‍රියාවලිය ""විකිරණ විමෝචනය උත්තේජනය කිරීම"" ලෙස හඳුන්වන්නේ දීප්තිමත් ආලෝකය මගින් පරමාණු උත්තේජනයට පත් කරන නිසා, ආලෝකයේ ෆෝටෝනය මුක්ත වීමක් සිදු වීමත්, ආලෝකය විකිරණයේ ආකාරයක් වීමත් නිසා ය.
","Scientists call this process ""stimulated emission of radiation"" because the atoms are stimulated by the bright light, causing the emission of a photon of light, and light is a type of radiation.
"
